"","X.3","X.2","X.1","X","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"631",631,631,631,631,"2012-09-22",3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,7822,8167,7720,7591,4073,6869,7333,8714,8009,7907,7209.57142857143,7943.5,7110.09523809524,-0.0197278062180047,7740.60373259354
"632",632,632,632,632,"2012-09-23",4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,7842.28571428571,8395,8167,7720,7591,4073,6869,7333,8714,7436,7164,8281,7217.47619047619,0.0366077576313978,7474.5001657364
"633",633,633,633,633,"2012-09-24",4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,7795.57142857143,7907,8395,8167,7720,7591,4073,6869,7333,7538,7246,8151,7317.33333333333,-0.0782762852856948,7372.74395202211
"634",634,634,634,634,"2012-09-25",4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,7688.14285714286,7436,7907,8395,8167,7720,7591,4073,6869,7733,7327,7671.5,7384.09523809524,-0.0825447663415344,7462.38259202211
"635",635,635,635,635,"2012-09-26",4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,7711,7538,7436,7907,8395,8167,7720,7591,4073,7393,7822,7487,7416.19047619048,-0.850724281856126,8006.62284002211
"636",636,636,636,636,"2012-09-27",4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,7565.57142857143,7733,7538,7436,7907,8395,8167,7720,7591,7415,7842.28571428571,7635.5,7445.7619047619,-0.0187063627980503,7666.24533430782
"637",637,637,637,637,"2012-09-28",4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,7471.57142857143,7393,7733,7538,7436,7907,8395,8167,7720,8555,7795.57142857143,7563,7502.42857142857,0.0423575129533679,7620.27150345069
"638",638,638,638,638,"2012-09-29",4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,7057.42857142857,7415,7393,7733,7538,7436,7907,8395,8167,6889,7688.14285714286,7404,7498.19047619048,0.0920778743724746,8025.42280687925
"639",639,639,639,639,"2012-09-30",4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,7034.42857142857,8555,7415,7393,7733,7538,7436,7907,8395,6778,7711,7985,7621,-0.0190589636688505,7375.08307545068
"640",640,640,640,640,"2012-10-01",4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,7025.14285714286,6889,8555,7415,7393,7733,7538,7436,7907,4639,7565.57142857143,7722,7557.28571428571,0.128746680156823,7171.83732059354
"641",641,641,641,641,"2012-10-02",4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,7131,6778,6889,8555,7415,7393,7733,7538,7436,7572,7471.57142857143,6833.5,7521.71428571429,0.0884884346422808,6216.75002630783
"642",642,642,642,642,"2012-10-03",4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,7046.71428571429,4639,6778,6889,8555,7415,7393,7733,7538,7328,7057.42857142857,5708.5,7372.7619047619,0.384584770496153,7110.06533316496
"643",643,643,643,643,"2012-10-04",4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,6564,7572,4639,6778,6889,8555,7415,7393,7733,8156,7034.42857142857,6105.5,7358.57142857143,0.0208198629251261,7160.5554777364
"644",644,644,644,644,"2012-10-05",4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,6378.28571428571,7328,7572,4639,6778,6889,8555,7415,7393,7965,7025.14285714286,7450,7335.90476190476,0.00879210063573651,7518.84389545068
"645",645,645,645,645,"2012-10-06",4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,6628.71428571429,8156,7328,7572,4639,6778,6889,8555,7415,3510,7131,7742,7342.90476190476,-0.0999325691166554,7546.21282345068
"646",646,646,646,646,"2012-10-07",4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,6645.71428571429,7965,8156,7328,7572,4639,6778,6889,8555,5478,7046.71428571429,8060.5,7307.2380952381,0.0689655172413793,5491.9469617364
"647",647,647,647,647,"2012-10-08",4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,6680.28571428571,3510,7965,8156,7328,7572,4639,6778,6889,6392,6564,5737.5,7125.19047619048,0.490492088837277,5895.68054916497
"648",648,648,648,648,"2012-10-09",4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,6555.42857142857,5478,3510,7965,8156,7328,7572,4639,6778,7691,6378.28571428571,4494,7058.95238095238,0.191796990262614,6313.25185830782
"649",649,649,649,649,"2012-10-10",4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,6433.14285714286,6392,5478,3510,7965,8156,7328,7572,4639,7570,6628.71428571429,5935,7169.38095238095,-0.377883164475102,7204.97604059354
"650",650,650,650,650,"2012-10-11",4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,6880.14285714286,7691,6392,5478,3510,7965,8156,7328,7572,7282,6645.71428571429,7041.5,7174.14285714286,-0.015715795034337,7061.54415487926
"651",651,651,651,651,"2012-10-12",4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,6936.85714285714,7570,7691,6392,5478,3510,7965,8156,7328,7109,6680.28571428571,7630.5,7167,-0.0330240174672489,6964.37632345068
"652",652,652,652,652,"2012-10-13",4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,7100,7282,7570,7691,6392,5478,3510,7965,8156,6639,6555.42857142857,7426,7124.85714285714,0.107160372731731,6749.86243830782
"653",653,653,653,653,"2012-10-14",4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,7067.14285714286,7109,7282,7570,7691,6392,5478,3510,7965,5875,6433.14285714286,7195.5,7063.61904761905,0.107470182046453,6478.49847945068
"654",654,654,654,654,"2012-10-15",4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,7058.42857142857,6639,7109,7282,7570,7691,6392,5478,3510,7534,6880.14285714286,6874,7003.2380952381,-0.891452991452992,6648.32154459354
"655",655,655,655,655,"2012-10-16",4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,6793,5875,6639,7109,7282,7570,7691,6392,5478,7461,6936.85714285714,6257,6928.90476190476,-0.0724717050018255,7228.53741430782
"656",656,656,656,656,"2012-10-17",4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,6933.14285714286,7534,5875,6639,7109,7282,7570,7691,6392,7509,7100,6704.5,6928.71428571429,-0.178660826032541,7335.65252059354
"657",657,657,657,657,"2012-10-18",4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,6959.57142857143,7461,7534,5875,6639,7109,7282,7570,7691,5424,7067.14285714286,7497.5,6915.7619047619,0.0299050838642569,7253.06149316497
"658",658,658,658,658,"2012-10-19",4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,7128.57142857143,7509,7461,7534,5875,6639,7109,7282,7570,8090,7058.42857142857,7485,6921.28571428571,0.00805812417437252,6357.96103887925
"659",659,659,659,659,"2012-10-20",4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,7118.85714285714,5424,7509,7461,7534,5875,6639,7109,7282,6824,6793,6466.5,6826.47619047619,0.255149684152705,7247.82715830782
"660",660,660,660,660,"2012-10-21",4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,7152,8090,5424,7509,7461,7534,5875,6639,7109,7058,6933.14285714286,6757,6804.33333333333,-0.137994091996061,6955.79119716497
"661",661,661,661,661,"2012-10-22",4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,7130.57142857143,6824,8090,5424,7509,7461,7534,5875,6639,7466,6959.57142857143,7457,6801.2380952381,-0.0278656424160265,7022.75967202211
"662",662,662,662,662,"2012-10-23",4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,7419.14285714286,7058,6824,8090,5424,7509,7461,7534,5875,7693,7128.57142857143,6941,6814.57142857143,-0.20136170212766,7356.57258230783
"663",663,663,663,663,"2012-10-24",4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,7385.14285714286,7466,7058,6824,8090,5424,7509,7461,7534,7359,7118.85714285714,7262,6949.19047619048,0.00902574993363419,7371.91035259354
"664",664,664,664,664,"2012-10-25",4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,7047.28571428571,7693,7466,7058,6824,8090,5424,7509,7461,7444,7152,7579.5,6954.95238095238,-0.0310950274762096,7264.98383259354
"665",665,665,665,665,"2012-10-26",4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,6042.14285714286,7359,7693,7466,7058,6824,8090,5424,7509,7852,7130.57142857143,7526,6956.42857142857,0.0199760287654814,7265.95402059354
"666",666,666,666,666,"2012-10-27",4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,5132.14285714286,7444,7359,7693,7466,7058,6824,8090,5424,4459,7419.14285714286,7401.5,6922.52380952381,-0.372418879056047,7740.00939087926
"667",667,667,667,667,"2012-10-28",4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,4828.28571428571,7852,7444,7359,7693,7466,7058,6824,8090,4632.14285714286,7385.14285714286,7648,6917.14285714286,0.0294190358467243,6115.82088059354
"668",668,668,668,668,"2012-10-29",4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,4632.14285714286,4632.14285714286,4459,7852,7444,7359,7693,7466,7058,6824,1096,7047.28571428571,6155.5,6962.33333333333,0.346570926143025,5867.43536630782
"669",669,669,669,669,"2012-10-30",4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,4404,4632.14285714286,4459,7852,7444,7359,7693,7466,7058,5566,6700.73469387755,4545.57142857143,6922.05442176871,0.343703193944055,4139.4424007568
"670",670,670,670,670,"2012-10-31",4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,4016.28571428571,1096,4632.14285714286,4459,7852,7444,7359,7693,7466,5986,5790.73469387755,2864.07142857143,6669.86394557823,0.853201178676668,5309.86491610374
"671",671,671,671,671,"2012-11-01",4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,4108.85714285714,5566,1096,4632.14285714286,4459,7852,7444,7359,7693,5847,5486.87755102041,3331,6568.67346938776,0.276485116339529,5580.4773332466
"672",672,672,672,672,"2012-11-02",4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,4857,5986,5566,1096,4632.14285714286,4459,7852,7444,7359,5138,5290.73469387755,5776,6493.24489795918,0.186574262807447,5455.54155153231
"673",673,673,673,673,"2012-11-03",4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,5512.71428571429,5847,5986,5566,1096,4632.14285714286,4459,7852,7444,5107,5062.59183673469,5916.5,6424.91156462585,0.214535196131112,5005.87928296088
"674",674,674,674,674,"2012-11-04",4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,5436.85714285714,5138,5847,5986,5566,1096,4632.14285714286,4459,7852,5259,4674.87755102041,5492.5,6331.05442176871,0.345644421803362,4703.31730581803
"675",675,675,675,675,"2012-11-05",4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,5341,5107,5138,5847,5986,5566,1096,4632.14285714286,4459,5686,4767.44897959184,5122.5,6258.10204081633,-0.145324063691411,5029.0086052466
"676",676,676,676,676,"2012-11-06",4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,5361.71428571429,5259,5107,5138,5847,5986,5566,1096,4632.14285714286,5035,4857,5183,6228.76870748299,-0.13532767925983,5263.01002736905
"677",677,677,677,677,"2012-11-07",4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,5561.42857142857,5686,5259,5107,5138,5847,5986,5566,1096,5315,5512.71428571429,5472.5,6140.76870748299,-4.18795620437956,5598.8566297364
"678",678,678,678,678,"2012-11-08",4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,5810.71428571429,5035,5686,5259,5107,5138,5847,5986,5566,5992,5436.85714285714,5360.5,6025.24489795918,0.095400646784046,5360.71646402211
"679",679,679,679,679,"2012-11-09",4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,5955,5315,5035,5686,5259,5107,5138,5847,5986,6536,5341,5175,5920.76870748299,0.112094888072168,5590.04241259354
"680",680,680,680,680,"2012-11-10",4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,5727.57142857143,5992,5315,5035,5686,5259,5107,5138,5847,6852,5361.71428571429,5653.5,5947.81632653061,-0.0247990422438858,5887.1314737364
"681",681,681,681,681,"2012-11-11",4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,5793.28571428571,6536,5992,5315,5035,5686,5259,5107,5138,6269,5561.42857142857,6264,5873.81632653061,-0.272090307512651,6214.38910859354
"682",682,682,682,682,"2012-11-12",4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,5811.85714285714,6852,6536,5992,5315,5035,5686,5259,5107,4094,5810.71428571429,6694,5875.14965986395,-0.341687879381241,6125.59547602211
"683",683,683,683,683,"2012-11-13",4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,5769.85714285714,6269,6852,6536,5992,5315,5035,5686,5259,5495,5955,6560.5,5837.57823129252,-0.192051720859479,5222.75461316497
"684",684,684,684,684,"2012-11-14",4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,5640.28571428571,4094,6269,6852,6536,5992,5315,5035,5686,5445,5727.57142857143,5181.5,5677.00680272109,0.279985930355259,5538.14115659354
"685",685,685,685,685,"2012-11-15",4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,5328.42857142857,5495,4094,6269,6852,6536,5992,5315,5035,5698,5793.28571428571,4794.5,5572.34013605442,-0.0913604766633565,5680.49252002211
"686",686,686,686,686,"2012-11-16",4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,5218.42857142857,5445,5495,4094,6269,6852,6536,5992,5315,5629,5811.85714285714,5470,5481.19727891156,-0.0244590780809031,5779.9586417364
"687",687,687,687,687,"2012-11-17",4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,5438.42857142857,5698,5445,5495,4094,6269,6852,6536,5992,4669,5769.85714285714,5571.5,5398.05442176871,0.0490654205607477,5700.13373945068
"688",688,688,688,688,"2012-11-18",4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,5388.57142857143,5629,5698,5445,5495,4094,6269,6852,6536,5499,5640.28571428571,5663.5,5292.19727891156,0.138769889840881,5174.04873487925
"689",689,689,689,689,"2012-11-19",4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,4957.14285714286,4669,5629,5698,5445,5495,4094,6269,6852,5634,5328.42857142857,5149,5302.19727891156,0.318593111500292,5276.66119830782
"690",690,690,690,690,"2012-11-20",4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,4701.71428571429,5499,4669,5629,5698,5445,5495,4094,6269,5146,5218.42857142857,5084,5343.47619047619,0.122826607114372,5359.67309773639
"691",691,691,691,691,"2012-11-21",4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,4222.85714285714,5634,5499,4669,5629,5698,5445,5495,4094,2425,5438.42857142857,5566.5,5559.57142857143,-0.376160234489497,5416.4028017364
"692",692,692,692,692,"2012-11-22",4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,3902.14285714286,5146,5634,5499,4669,5629,5698,5445,5495,3910,5388.57142857143,5390,5539.57142857143,0.0635122838944495,4096.23364687926
"693",693,693,693,693,"2012-11-23",4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,3843.28571428571,2425,5146,5634,5499,4669,5629,5698,5445,2277,4957.14285714286,3785.5,5370,0.554637281910009,4327.75899087926
"694",694,694,694,694,"2012-11-24",4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,3604,3910,2425,5146,5634,5499,4669,5629,5698,2424,4701.71428571429,3167.5,5277.7619047619,0.313794313794314,3553.33326916497
"695",695,695,695,695,"2012-11-25",4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,3620.28571428571,2277,3910,2425,5146,5634,5499,4669,5629,5087,4222.85714285714,3093.5,5141.52380952381,0.595487653224374,3248.29790402211
"696",696,696,696,696,"2012-11-26",4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,4034.28571428571,2424,2277,3910,2425,5146,5634,5499,4669,3959,3902.14285714286,2350.5,5013.7619047619,0.480831013064896,4284.6522577364
"697",697,697,697,697,"2012-11-27",4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,4285.42857142857,5087,2424,2277,3910,2425,5146,5634,5499,5260,3843.28571428571,3755.5,5005.57142857143,0.0749227132205856,3877.10258173639
"698",698,698,698,698,"2012-11-28",4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,4701.71428571429,3959,5087,2424,2277,3910,2425,5146,5634,5323,3604,4523,4923.33333333333,0.297302094426695,4225.18268287925
"699",699,699,699,699,"2012-11-29",4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,5019.57142857143,5260,3959,5087,2424,2277,3910,2425,5146,5668,3620.28571428571,4609.5,4934.04761904762,-0.0221531286436067,4372.03527030782
"700",700,700,700,700,"2012-11-30",4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,5183.42857142857,5323,5260,3959,5087,2424,2277,3910,2425,5191,4034.28571428571,5291.5,4934.42857142857,-1.19505154639175,4928.01748916496
"701",701,701,701,701,"2012-12-01",4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,5561.57142857143,5668,5323,5260,3959,5087,2424,2277,3910,4649,4285.42857142857,5495.5,4919,-0.449616368286445,4794.30893430782
"702",702,702,702,702,"2012-12-02",4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,5628.57142857143,5191,5668,5323,5260,3959,5087,2424,2277,6234,4701.71428571429,5429.5,4854.95238095238,-1.27975406236276,4868.01086802212
"703",703,703,703,703,"2012-12-03",4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,5636,4649,5191,5668,5323,5260,3959,5087,2424,6606,5019.57142857143,4920,4750.04761904762,-0.917904290429043,5690.6731097364
"704",704,704,704,704,"2012-12-04",4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,5541.71428571429,6234,4649,5191,5668,5323,5260,3959,5087,5729,5183.42857142857,5441.5,4748.38095238095,-0.225476705327305,5877.91628516497
"705",705,705,705,705,"2012-12-05",4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,5597.57142857143,6606,6234,4649,5191,5668,5323,5260,3959,5375,5561.57142857143,6420,4868,-0.668603182621874,5806.47963487926
"706",706,706,706,706,"2012-12-06",4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,5394.57142857143,5729,6606,6234,4649,5191,5668,5323,5260,5008,5628.57142857143,6167.5,4879.14285714286,-0.0891634980988593,5557.24370630783
"707",707,707,707,707,"2012-12-07",4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,5242.57142857143,5375,5729,6606,6234,4649,5191,5668,5323,5582,5636,5552,4875.80952380952,-0.00976892729663723,5377.2137897364
"708",708,708,708,708,"2012-12-08",4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,5084.71428571429,5008,5375,5729,6606,6234,4649,5191,5668,3228,5541.71428571429,5191.5,4842.95238095238,0.116443189837685,5527.6484057364
"709",709,709,709,709,"2012-12-09",4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,5026.14285714286,5582,5008,5375,5729,6606,6234,4649,5191,5170,5597.57142857143,5295,4840.71428571429,-0.0753226738586014,4607.4626377364
"710",710,710,710,710,"2012-12-10",4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,5048.57142857143,3228,5582,5008,5375,5729,6606,6234,4649,5501,5394.57142857143,4405,4772.09523809524,0.305657130565713,5219.14809430783
"711",711,711,711,711,"2012-12-11",4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,5134.71428571429,5170,3228,5582,5008,5375,5729,6606,6234,5319,5242.57142857143,4199,4756.42857142857,0.170676932948348,5297.79978230783
"712",712,712,712,712,"2012-12-12",4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,5058.28571428571,5501,5170,3228,5582,5008,5375,5729,6606,5532,5084.71428571429,5335.5,4750.09523809524,0.167272176808962,5126.98467945068
"713",713,713,713,713,"2012-12-13",4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,5138,5319,5501,5170,3228,5582,5008,5375,5729,5611,5026.14285714286,5410,4758.33333333333,0.0715657182754407,5228.59831830783
"714",714,714,714,714,"2012-12-14",4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,5054.42857142857,5532,5319,5501,5170,3228,5582,5008,5375,5047,5048.57142857143,5425.5,4906.28571428571,-0.0292093023255814,5310.44839202211
"715",715,715,715,715,"2012-12-15",4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,5062.42857142857,5611,5532,5319,5501,5170,3228,5582,5008,3786,5134.71428571429,5571.5,4987.28571428571,-0.120407348242812,5143.29398345069
"716",716,716,716,716,"2012-12-16",4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,5055,5047,5611,5532,5319,5501,5170,3228,5582,4585,5058.28571428571,5329,5119.19047619048,0.0958437835901111,4484.99130345068
"717",717,717,717,717,"2012-12-17",4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,4854.42857142857,3786,5047,5611,5532,5319,5501,5170,3228,5557,5138,4416.5,5184.04761904762,-0.172862453531599,4942.83120287926
"718",718,718,718,718,"2012-12-18",4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,4570.42857142857,4585,3786,5047,5611,5532,5319,5501,5170,5267,5054.42857142857,4185.5,5160.14285714286,0.113152804642166,5244.66652745068
"719",719,719,719,719,"2012-12-19",4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,4099.28571428571,5557,4585,3786,5047,5611,5532,5319,5501,4128,5062.42857142857,5071,5236.2380952381,-0.0101799672786766,5163.5034217364
"720",720,720,720,720,"2012-12-20",4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,3813.71428571429,5267,5557,4585,3786,5047,5611,5532,5319,3623,5055,5412,5236.57142857143,0.0097762737356646,4660.64884630783
"721",721,721,721,721,"2012-12-21",1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,3290.14285714286,4128,5267,5557,4585,3786,5047,5611,5532,1749,4854.42857142857,4697.5,5179.66666666667,0.253796095444685,4245.16039545068
"722",722,722,722,722,"2012-12-22",1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,2641,3623,4128,5267,5557,4585,3786,5047,5611,1787,4570.42857142857,3875.5,5082.28571428571,0.354304045624666,3238.3530457364
"723",723,723,723,723,"2012-12-23",1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,1951.57142857143,1749,3623,4128,5267,5557,4585,3786,5047,920,4099.28571428571,2686,4918.38095238095,0.653457499504656,2906.29229259354
"724",724,724,724,724,"2012-12-24",1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,1663.85714285714,1787,1749,3623,4128,5267,5557,4585,3786,1013,3813.71428571429,1768,4782.09523809524,0.527997886951928,2449.73749659354
"725",725,725,725,725,"2012-12-25",1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,1588.42857142857,920,1787,1749,3623,4128,5267,5557,4585,441,3290.14285714286,1353.5,4529.04761904762,0.799345692475463,2089.68318230783
"726",726,726,726,726,"2012-12-26",1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,1530.14285714286,1013,920,1787,1749,3623,4128,5267,5557,2114,2641,966.5,4262.71428571429,0.81770739607702,1419.62247545068
"727",727,727,727,727,"2012-12-27",1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,1531.42857142857,441,1013,920,1787,1749,3623,4128,5267,3095,1951.57142857143,727,4010.90476190476,0.916271122080881,1733.20171259354
"728",728,728,728,728,"2012-12-28",1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,1789.85714285714,2114,441,1013,920,1787,1749,3623,4128,1341,1663.85714285714,1277.5,3855.61904761905,0.487887596899225,2166.99898059354
"729",729,729,729,729,"2012-12-29",1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,NA,3095,2114,441,1013,920,1787,1749,3623,1796,1588.42857142857,2604.5,3764.52380952381,0.145735578250069,1458.23468802211
"730",730,730,730,730,"2012-12-30",1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,NA,1341,3095,2114,441,1013,920,1787,1749,2729,1530.14285714286,2218,3562.57142857143,0.23327615780446,1629.05804745069
"731",731,731,731,731,"2012-12-31",1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,NA,1796,1341,3095,2114,441,1013,920,1787,NA,1531.42857142857,1568.5,3494.38095238095,-0.00503637381085618,2058.51178287925
